# OPTIMALIZATION LOG --- STAGE 1 SPRUCE --- 2026-03-18 15:42:27 
call_id,timestamp,error,error_heat,error_moist,b1_org[W/(m.K)],b2_org[W/(m.K)],b3_org[W/(m.K)],b1_min[W/(m.K)],b2_min[W/(m.K)],b3_min[W/(m.K)],albedo[-],alpha_org[1/m],n_org[-],K_org[m/s],alpha_min[1/m],n_min[-],K_min[m/s],S_max[m/s]
108,2026-03-18 16:50:45,4.6486404,3.2005359,3.3714133,1.138194,2.7128201,1.2753374,1.1869099,5.2153036,1.5903644,0.25080881,6.4652932,1.936589,1.0605568e-08,5.121188,2.9259306,1.1597298e-05,3.1612283e-08
115,2026-03-18 16:52:42,4.6385108,3.2512886,3.3083085,0.69387617,0.25320552,4.6420955,1.8615281,2.6348922,5.7182824,0.066706091,1.8295386,1.8616156,8.0818957e-06,6.1460262,2.9120708,3.490783e-07,1.2413889e-07
119,2026-03-18 16:52:59,4.9870177,3.8395657,3.1824645,0.63007697,6.4189423,4.9779496,1.0541465,7.5383908,2.7945818,0.15637649,2.6545289,1.3151061,0.00017018647,3.0480364,4.3040851,0.00015258058,7.5102086e-09
121,2026-03-18 16:54:59,4.6055595,3.4799278,3.0168329,1.2824131,1.4306354,4.5024607,1.7256032,6.5414023,5.1904631,0.21981822,1.6540425,1.8254347,7.7676752e-07,1.237992,4.0723889,7.4672663e-06,3.9029471e-08
122,2026-03-18 16:55:18,4.4690773,3.54408,2.7225262,0.1938494,7.4806546,3.4821943,0.96375654,2.8609389,3.9305669,0.23481696,1.2357223,1.7628438,1.6658366e-06,2.0865047,2.5232068,1.9559268e-07,4.5148162e-08
127,2026-03-18 16:58:35,4.6948645,3.5851335,3.0312655,1.2197837,0.38336641,0.20940881,0.19055105,1.4533067,2.8408726,0.26051103,1.2158989,1.3684795,0.00012195831,1.3331196,3.0703026,0.00012914795,3.9674491e-09
130,2026-03-18 16:58:59,4.2506945,3.2878193,2.6941877,1.58765,4.1179118,4.2251108,0.22708363,2.7412289,1.3336435,0.20039394,2.3618272,1.6660691,3.4465672e-07,2.7288172,2.6223834,1.3208401e-08,6.8295204e-08
129,2026-03-18 16:59:36,4.5152404,3.1335056,3.2509289,1.3811218,2.023737,1.8415496,0.76056468,3.7741288,2.1246533,0.24598359,5.3624733,1.840901,5.7301753e-08,3.4944212,3.963728,1.5801545e-07,9.8212513e-09
133,2026-03-18 17:02:20,4.6328626,3.1621259,3.3859084,1.1516977,5.6762558,3.6290249,0.15134742,1.0896914,1.1770014,0.28111089,5.0372578,1.5939705,4.0639839e-08,2.8528694,4.2137746,1.6297867e-06,6.0056056e-07
141,2026-03-18 17:04:33,4.4005118,3.308807,2.9010861,1.2227362,5.5278379,1.5786036,1.845254,2.4312482,3.6691149,0.090955471,4.4766674,1.4748463,2.5560704e-07,1.1711735,4.1006974,1.7867411e-06,9.3552207e-09
144,2026-03-18 17:07:54,3.9918547,2.1155784,3.3851487,0.1986034,5.8636998,1.4813355,0.4629281,4.3778917,1.5620703,0.26229277,7.7735857,1.6528706,1.5056914e-05,4.9448346,2.5870403,0.00028915308,2.0823471e-07
145,2026-03-18 17:08:15,5.0248495,3.7152468,3.3832017,1.8664883,4.4252047,4.5538372,1.2816948,2.3216733,5.9582198,0.069986771,1.0031126,1.7275747,1.2008001e-08,3.6569855,2.7229212,0.00026922135,4.0911827e-08
146,2026-03-18 17:08:51,4.1835267,2.5632893,3.3062734,0.61189335,4.0583931,0.440126,1.7305663,3.2989076,2.7214708,0.1771216,3.1620208,1.9361121,2.4588069e-08,2.1252453,4.0519223,0.00023309094,5.9576491e-09
142,2026-03-18 17:09:02,3.9304914,1.9960929,3.3859084,0.37174587,1.2605094,0.95072971,0.65736482,1.4344256,1.2584398,0.24305463,4.0779089,1.949886,4.5088869e-08,1.5645666,4.0812357,9.1924709e-07,4.916397e-07
148,2026-03-18 17:11:38,4.5095912,3.2850074,3.0895209,1.2713144,2.3215409,3.0697703,0.070072935,0.27680879,0.68801439,0.053525298,1.0815612,1.5906144,3.7100318e-08,6.5521982,2.4036917,4.1008565e-06,2.5093571e-09
149,2026-03-18 17:13:26,4.8492783,3.6366644,3.2078298,1.4956928,1.2736946,4.7878485,1.5345562,4.6680919,3.6171439,0.071575143,1.706865,1.389202,5.7760024e-07,2.2253806,3.9129029,0.00025349781,1.8621394e-08
151,2026-03-18 17:13:42,4.5551527,3.5292177,2.8799372,1.0716995,3.0078723,5.0973836,1.7070707,0.52237059,4.1683943,0.20098731,3.3474966,1.6004374,6.8345503e-07,7.604962,3.0754422,5.0199378e-05,1.080893e-08
154,2026-03-18 17:17:11,4.4410206,3.1281269,3.1523778,0.93417322,2.2627016,2.1485396,0.43962137,4.403875,0.058746528,0.17428757,1.3219808,1.3760366,1.1277194e-08,4.3878642,2.6345668,6.1042275e-06,2.5347992e-09
155,2026-03-18 17:17:15,4.8966363,3.5392104,3.383938,0.84998025,0.54894168,5.8736337,0.70164826,5.3797024,2.6383792,0.092371198,1.4758462,1.8754635,2.8620216e-08,8.7505885,3.1867998,8.8826914e-05,2.3717883e-08
156,2026-03-18 17:17:31,4.4884351,2.9467157,3.3856929,0.57254471,5.1522847,2.2629949,1.146827,3.2403946,3.3856006,0.18410587,1.8682488,1.5501739,1.2227783e-07,6.918085,2.5121334,2.2806515e-05,4.5864278e-07
157,2026-03-18 17:18:04,4.4769922,2.9293925,3.3855751,0.58673994,7.0182832,0.54251443,1.7359211,2.297634,4.299149,0.099867009,2.0455064,1.6787021,1.4423401e-07,4.8103244,2.5712034,4.4978342e-06,8.8507214e-08
158,2026-03-18 17:18:15,4.2194418,2.5177994,3.3859084,0.10190507,2.1610756,2.8379498,0.93796791,1.9994974,4.7376926,0.19922014,1.5699597,1.6222588,7.20193e-08,4.171589,3.9729655,9.1828285e-05,1.3605035e-07
160,2026-03-18 17:19:16,4.9293556,3.5832782,3.3850648,1.6944112,7.3410313,5.3392009,0.88468034,4.3112149,0.13943343,0.25523001,2.0725827,1.5282124,2.4655999e-07,6.0317714,2.8158227,0.00052163667,8.0326053e-08
161,2026-03-18 17:19:24,4.3979776,3.1786415,3.0394811,1.4707812,0.10335147,3.7652476,0.74626938,5.2684397,5.4852146,0.27915616,4.5586386,1.5772579,4.8223545e-08,2.5879251,3.2288259,4.3254726e-05,2.130843e-09
163,2026-03-18 17:19:32,4.8028913,3.6342646,3.1400455,0.7739089,5.5000821,2.4150784,0.45137537,6.7130558,4.8230375,0.087112416,1.606517,1.4916668,0.0002669116,1.3939052,3.0357701,0.00064301822,1.0452182e-08
164,2026-03-18 17:19:33,3.8460361,2.7926979,2.6443964,0.45659896,4.5005421,0.49692474,0.32155458,3.0874347,2.0284718,0.13140818,6.1173715,1.6981873,0.00015577095,1.9022791,3.4382438,4.3654235e-05,1.1344493e-09
165,2026-03-18 17:21:54,4.9354593,3.5908759,3.3859074,1.9092186,2.7849477,5.9409606,1.1023466,3.0155053,0.39208109,0.18521001,7.1057413,1.3639345,1.6824908e-07,1.4306102,3.7549037,5.240876e-07,1.5825347e-07
166,2026-03-18 17:22:41,4.7947307,3.3953753,3.3853906,1.3917823,3.041264,1.7280373,1.3378146,3.3526155,3.3230487,0.12485244,3.6848327,1.6868234,1.1590038e-05,2.789244,2.9915988,0.0001037664,1.4647876e-07
167,2026-03-18 17:22:51,4.6173851,3.6778774,2.7916774,0.71868295,3.2358961,2.2403476,1.4074613,3.4861389,2.672733,0.25138798,1.9231564,1.2711436,0.00086563675,4.4731196,4.3720585,5.7760293e-08,1.2075635e-09
